COOPID,CD,ELEM,UN,YEAR,MO,DA,TIME, VALUE,F,F
------,--,----,--,----,--,--,----,------,-,-
134381,00,QPCP,HT,1990,01,01,0015, 99999,{, 
134381,00,QPCP,HT,1990,01,01,2500, 00000,P, 
134381,00,QPCP,HT,1990,01,31,2400, 99999,}, 
134381,00,QPCP,HT,1990,01,31,2500, 00000,P, 
134381,00,QPCP,HT,1990,02,01,0015, 99999,{, 
134381,00,QPCP,HT,1990,02,01,2500, 00000,P, 
134381,00,QPCP,HT,1990,02,28,2400, 99999,}, 
134381,00,QPCP,HT,1990,02,28,2500, 00000,P, 
134381,00,QPCP,HT,1990,03,01,0015, 00000,g, 
134381,00,QPCP,HT,1990,03,01,0815, 99999,{, 
134381,00,QPCP,HT,1990,03,01,2500, 00000,P, 
134381,00,QPCP,HT,1990,03,15,1530, 99999,}, 
134381,00,QPCP,HT,1990,03,15,2500, 00000,P, 
134381,00,QPCP,HT,1990,03,22,0515, 00010, , 
134381,00,QPCP,HT,1990,03,22,0600, 00010, , 
134381,00,QPCP,HT,1990,03,22,2500, 00020, , 
134381,00,QPCP,HT,1990,03,29,0130, 00010, , 
134381,00,QPCP,HT,1990,03,29,2500, 00010, , 
134381,00,QPCP,HT,1990,04,01,0015, 00000,g, 
134381,00,QPCP,HT,1990,04,01,1545, 00010, , 
134381,00,QPCP,HT,1990,04,01,2500, 00010, , 
134381,00,QPCP,HT,1990,04,09,0500, 00010, , 
134381,00,QPCP,HT,1990,04,09,1930, 00010, , 
134381,00,QPCP,HT,1990,04,09,2130, 00010, , 
134381,00,QPCP,HT,1990,04,09,2215, 00010, , 
134381,00,QPCP,HT,1990,04,09,2230, 00010, , 
134381,00,QPCP,HT,1990,04,09,2500, 00050, , 
134381,00,QPCP,HT,1990,04,10,0115, 00010, , 
134381,00,QPCP,HT,1990,04,10,2500, 00010, , 
134381,00,QPCP,HT,1990,04,13,0645, 00010, , 
134381,00,QPCP,HT,1990,04,13,0945, 00010, , 
134381,00,QPCP,HT,1990,04,13,1115, 00010, , 
134381,00,QPCP,HT,1990,04,13,1700, 00010, , 
134381,00,QPCP,HT,1990,04,13,1730, 00010, , 
134381,00,QPCP,HT,1990,04,13,1800, 00010, , 
134381,00,QPCP,HT,1990,04,13,1900, 00010, , 
134381,00,QPCP,HT,1990,04,13,2500, 00070, , 
134381,00,QPCP,HT,1990,04,15,0615, 00010, , 
134381,00,QPCP,HT,1990,04,15,2500, 00010, , 
134381,00,QPCP,HT,1990,04,16,1830, 00010, , 
134381,00,QPCP,HT,1990,04,16,2500, 00010, , 
134381,00,QPCP,HT,1990,04,19,0945, 00010, , 
134381,00,QPCP,HT,1990,04,19,2500, 00010, , 
134381,00,QPCP,HT,1990,04,20,0445, 00010, , 
134381,00,QPCP,HT,1990,04,20,2500, 00010, , 
134381,00,QPCP,HT,1990,04,26,1115, 00010, , 
134381,00,QPCP,HT,1990,04,26,2500, 00010, , 
134381,00,QPCP,HT,1990,04,27,1115, 00010, , 
134381,00,QPCP,HT,1990,04,27,1530, 00030, , 
134381,00,QPCP,HT,1990,04,27,1545, 00030, , 
134381,00,QPCP,HT,1990,04,27,1845, 00010, , 
134381,00,QPCP,HT,1990,04,27,2500, 00080, , 
134381,00,QPCP,HT,1990,04,28,0745, 00010, , 
134381,00,QPCP,HT,1990,04,28,2500, 00010, , 
134381,00,QPCP,HT,1990,05,01,0015, 00000,g, 
134381,00,QPCP,HT,1990,05,01,2500, 00000, , 
134381,00,QPCP,HT,1990,05,03,1600, 00010, , 
134381,00,QPCP,HT,1990,05,03,2100, 00010, , 
134381,00,QPCP,HT,1990,05,03,2130, 00010, , 
134381,00,QPCP,HT,1990,05,03,2315, 00010, , 
134381,00,QPCP,HT,1990,05,03,2345, 00030, , 
134381,00,QPCP,HT,1990,05,03,2400, 00020, , 
134381,00,QPCP,HT,1990,05,03,2500, 00090, , 
134381,00,QPCP,HT,1990,05,04,0030, 00010, , 
134381,00,QPCP,HT,1990,05,04,0045, 00010, , 
134381,00,QPCP,HT,1990,05,04,0200, 00010, , 
134381,00,QPCP,HT,1990,05,04,0245, 00010, , 
134381,00,QPCP,HT,1990,05,04,0315, 00010, , 
134381,00,QPCP,HT,1990,05,04,0330, 00020, , 
134381,00,QPCP,HT,1990,05,04,0345, 00010, , 
134381,00,QPCP,HT,1990,05,04,0445, 00010, , 
134381,00,QPCP,HT,1990,05,04,0530, 00010, , 
134381,00,QPCP,HT,1990,05,04,2500, 00100, , 
134381,00,QPCP,HT,1990,05,05,1815, 00010, , 
134381,00,QPCP,HT,1990,05,05,1900, 00010, , 
134381,00,QPCP,HT,1990,05,05,2500, 00020, , 
134381,00,QPCP,HT,1990,05,09,0845, 00010, , 
134381,00,QPCP,HT,1990,05,09,0915, 00010, , 
134381,00,QPCP,HT,1990,05,09,1200, 00010, , 
134381,00,QPCP,HT,1990,05,09,1215, 00010, , 
134381,00,QPCP,HT,1990,05,09,1330, 00010, , 
134381,00,QPCP,HT,1990,05,09,1430, 00010, , 
134381,00,QPCP,HT,1990,05,09,1445, 00010, , 
134381,00,QPCP,HT,1990,05,09,1615, 00030, , 
134381,00,QPCP,HT,1990,05,09,2015, 00010, , 
134381,00,QPCP,HT,1990,05,09,2500, 00110, , 
134381,00,QPCP,HT,1990,05,12,0045, 00010, , 
134381,00,QPCP,HT,1990,05,12,0215, 00010, , 
134381,00,QPCP,HT,1990,05,12,0300, 00010, , 
134381,00,QPCP,HT,1990,05,12,0315, 00010, , 
134381,00,QPCP,HT,1990,05,12,0330, 00010, , 
134381,00,QPCP,HT,1990,05,12,0345, 00010, , 
134381,00,QPCP,HT,1990,05,12,0400, 00010, , 
134381,00,QPCP,HT,1990,05,12,0515, 00010, , 
134381,00,QPCP,HT,1990,05,12,0800, 00010, , 
134381,00,QPCP,HT,1990,05,12,0915, 00010, , 
134381,00,QPCP,HT,1990,05,12,2500, 00100, , 
134381,00,QPCP,HT,1990,05,14,0630, 00010, , 
134381,00,QPCP,HT,1990,05,14,0700, 00010, , 
134381,00,QPCP,HT,1990,05,14,0730, 00010, , 
134381,00,QPCP,HT,1990,05,14,2500, 00030, , 
134381,00,QPCP,HT,1990,05,15,1230, 00010, , 
134381,00,QPCP,HT,1990,05,15,1245, 00010, , 
134381,00,QPCP,HT,1990,05,15,1445, 00010, , 
134381,00,QPCP,HT,1990,05,15,2500, 00030, , 
134381,00,QPCP,HT,1990,05,16,1845, 00010, , 
134381,00,QPCP,HT,1990,05,16,2200, 00010, , 
134381,00,QPCP,HT,1990,05,16,2500, 00020, , 
134381,00,QPCP,HT,1990,05,19,0645, 00010, , 
134381,00,QPCP,HT,1990,05,19,0730, 00010, , 
134381,00,QPCP,HT,1990,05,19,0830, 00010, , 
134381,00,QPCP,HT,1990,05,19,2500, 00030, , 
134381,00,QPCP,HT,1990,05,22,1715, 00010, , 
134381,00,QPCP,HT,1990,05,22,2500, 00010, , 
134381,00,QPCP,HT,1990,05,24,2045, 00010, , 
134381,00,QPCP,HT,1990,05,24,2200, 00010, , 
134381,00,QPCP,HT,1990,05,24,2500, 00020, , 
134381,00,QPCP,HT,1990,05,25,0115, 00010, , 
134381,00,QPCP,HT,1990,05,25,0245, 00010, , 
134381,00,QPCP,HT,1990,05,25,0430, 00010, , 
134381,00,QPCP,HT,1990,05,25,0445, 00010, , 
134381,00,QPCP,HT,1990,05,25,0500, 00010, , 
134381,00,QPCP,HT,1990,05,25,0515, 00010, , 
134381,00,QPCP,HT,1990,05,25,0530, 00020, , 
134381,00,QPCP,HT,1990,05,25,0545, 00020, , 
134381,00,QPCP,HT,1990,05,25,0600, 00010, , 
134381,00,QPCP,HT,1990,05,25,0615, 00010, , 
134381,00,QPCP,HT,1990,05,25,0630, 00020, , 
134381,00,QPCP,HT,1990,05,25,0645, 00010, , 
134381,00,QPCP,HT,1990,05,25,0715, 00010, , 
134381,00,QPCP,HT,1990,05,25,0730, 00010, , 
134381,00,QPCP,HT,1990,05,25,0800, 00010, , 
134381,00,QPCP,HT,1990,05,25,0915, 00010, , 
134381,00,QPCP,HT,1990,05,25,2500, 00190, , 
134381,00,QPCP,HT,1990,06,01,0015, 00000,g, 
134381,00,QPCP,HT,1990,06,01,2500, 00000, , 
134381,00,QPCP,HT,1990,06,06,0930, 00010, , 
134381,00,QPCP,HT,1990,06,06,1415, 00010, , 
134381,00,QPCP,HT,1990,06,06,2500, 00020, , 
134381,00,QPCP,HT,1990,06,07,1300, 00010, , 
134381,00,QPCP,HT,1990,06,07,1430, 00010, , 
134381,00,QPCP,HT,1990,06,07,1445, 00020, , 
134381,00,QPCP,HT,1990,06,07,1500, 00010, , 
134381,00,QPCP,HT,1990,06,07,1515, 00010, , 
134381,00,QPCP,HT,1990,06,07,1530, 00010, , 
134381,00,QPCP,HT,1990,06,07,1630, 00010, , 
134381,00,QPCP,HT,1990,06,07,1945, 00040, , 
134381,00,QPCP,HT,1990,06,07,2015, 00010, , 
134381,00,QPCP,HT,1990,06,07,2500, 00130, , 
134381,00,QPCP,HT,1990,06,13,1745, 00090, , 
134381,00,QPCP,HT,1990,06,13,1800, 00020, , 
134381,00,QPCP,HT,1990,06,13,2045, 00010, , 
134381,00,QPCP,HT,1990,06,13,2100, 00020, , 
134381,00,QPCP,HT,1990,06,13,2130, 00010, , 
134381,00,QPCP,HT,1990,06,13,2145, 00010, , 
134381,00,QPCP,HT,1990,06,13,2200, 00020, , 
134381,00,QPCP,HT,1990,06,13,2330, 00010, , 
134381,00,QPCP,HT,1990,06,13,2500, 00190, , 
134381,00,QPCP,HT,1990,06,14,0030, 00010, , 
134381,00,QPCP,HT,1990,06,14,0130, 00030, , 
134381,00,QPCP,HT,1990,06,14,0145, 00040, , 
134381,00,QPCP,HT,1990,06,14,0200, 00020, , 
134381,00,QPCP,HT,1990,06,14,0215, 00010, , 
134381,00,QPCP,HT,1990,06,14,0230, 00010, , 
134381,00,QPCP,HT,1990,06,14,0300, 00010, , 
134381,00,QPCP,HT,1990,06,14,0415, 00010, , 
134381,00,QPCP,HT,1990,06,14,0615, 00010, , 
134381,00,QPCP,HT,1990,06,14,0700, 00010, , 
134381,00,QPCP,HT,1990,06,14,2500, 00160, , 
134381,00,QPCP,HT,1990,06,16,1630, 00020, , 
134381,00,QPCP,HT,1990,06,16,1645, 00050, , 
134381,00,QPCP,HT,1990,06,16,1700, 00060, , 
134381,00,QPCP,HT,1990,06,16,1715, 00010, , 
134381,00,QPCP,HT,1990,06,16,1745, 00050, , 
134381,00,QPCP,HT,1990,06,16,1800, 00020, , 
134381,00,QPCP,HT,1990,06,16,1845, 00010, , 
134381,00,QPCP,HT,1990,06,16,2500, 00220, , 
134381,00,QPCP,HT,1990,06,20,0030, 00050, , 
134381,00,QPCP,HT,1990,06,20,0045, 00030, , 
134381,00,QPCP,HT,1990,06,20,0200, 99999,{, 
134381,00,QPCP,HT,1990,06,20,2500, 00080,P, 
134381,00,QPCP,HT,1990,06,30,2400, 99999,}, 
134381,00,QPCP,HT,1990,06,30,2500, 00000,P, 
134381,00,QPCP,HT,1990,07,01,0015, 00000,g, 
134381,00,QPCP,HT,1990,07,01,2500, 00000, , 
134381,00,QPCP,HT,1990,07,08,0700, 99999,{, 
134381,00,QPCP,HT,1990,07,08,2500, 00000,P, 
134381,00,QPCP,HT,1990,07,22,0600, 99999,}, 
134381,00,QPCP,HT,1990,07,22,2500, 00000,P, 
134381,00,QPCP,HT,1990,07,28,0830, 00020, , 
134381,00,QPCP,HT,1990,07,28,0900, 00010, , 
134381,00,QPCP,HT,1990,07,28,1030, 00030, , 
134381,00,QPCP,HT,1990,07,28,1100, 00010, , 
134381,00,QPCP,HT,1990,07,28,2500, 00070, , 
134381,00,QPCP,HT,1990,08,01,0015, 00000,g, 
134381,00,QPCP,HT,1990,08,01,0845, 99999,{, 
134381,00,QPCP,HT,1990,08,01,2500, 00000,P, 
134381,00,QPCP,HT,1990,08,31,2400, 99999,}, 
134381,00,QPCP,HT,1990,08,31,2500, 00000,P, 
134381,00,QPCP,HT,1990,09,01,0015, 00000,g, 
134381,00,QPCP,HT,1990,09,01,2500, 00000, , 
134381,00,QPCP,HT,1990,09,18,0415, 00010, , 
134381,00,QPCP,HT,1990,09,18,0615, 00010, , 
134381,00,QPCP,HT,1990,09,18,0645, 00010, , 
134381,00,QPCP,HT,1990,09,18,0715, 00010, , 
134381,00,QPCP,HT,1990,09,18,0800, 00010, , 
134381,00,QPCP,HT,1990,09,18,2500, 00050, , 
134381,00,QPCP,HT,1990,09,28,0100, 00010, , 
134381,00,QPCP,HT,1990,09,28,0130, 00010, , 
134381,00,QPCP,HT,1990,09,28,0200, 00010, , 
134381,00,QPCP,HT,1990,09,28,2500, 00030, , 
134381,00,QPCP,HT,1990,10,01,0015, 00000,g, 
134381,00,QPCP,HT,1990,10,01,2500, 00000, , 
134381,00,QPCP,HT,1990,10,02,1330, 00010, , 
134381,00,QPCP,HT,1990,10,02,2500, 00010, , 
134381,00,QPCP,HT,1990,10,03,1200, 00010, , 
134381,00,QPCP,HT,1990,10,03,1245, 00010, , 
134381,00,QPCP,HT,1990,10,03,1630, 00010, , 
134381,00,QPCP,HT,1990,10,03,2500, 00030, , 
134381,00,QPCP,HT,1990,10,07,0145, 00010, , 
134381,00,QPCP,HT,1990,10,07,0230, 00010, , 
134381,00,QPCP,HT,1990,10,07,2500, 00020, , 
134381,00,QPCP,HT,1990,10,08,0130, 00010, , 
134381,00,QPCP,HT,1990,10,08,1815, 00010, , 
134381,00,QPCP,HT,1990,10,08,1930, 00010, , 
134381,00,QPCP,HT,1990,10,08,2500, 00030, , 
134381,00,QPCP,HT,1990,10,09,1045, 00010, , 
134381,00,QPCP,HT,1990,10,09,1300, 00010, , 
134381,00,QPCP,HT,1990,10,09,1930, 00010, , 
134381,00,QPCP,HT,1990,10,09,2500, 00030, , 
134381,00,QPCP,HT,1990,10,17,1600, 00040, , 
134381,00,QPCP,HT,1990,10,17,1615, 00010, , 
134381,00,QPCP,HT,1990,10,17,2500, 00050, , 
134381,00,QPCP,HT,1990,11,01,0015, 00000,g, 
134381,00,QPCP,HT,1990,11,01,2500, 00000, , 
134381,00,QPCP,HT,1990,11,04,0500, 00010, , 
134381,00,QPCP,HT,1990,11,04,0530, 00010, , 
134381,00,QPCP,HT,1990,11,04,0615, 00010, , 
134381,00,QPCP,HT,1990,11,04,0645, 00010, , 
134381,00,QPCP,HT,1990,11,04,1000, 00010, , 
134381,00,QPCP,HT,1990,11,04,1100, 00010, , 
134381,00,QPCP,HT,1990,11,04,1200, 00010, , 
134381,00,QPCP,HT,1990,11,04,1245, 00010, , 
134381,00,QPCP,HT,1990,11,04,1415, 00010, , 
134381,00,QPCP,HT,1990,11,04,1515, 00010, , 
134381,00,QPCP,HT,1990,11,04,1730, 00010, , 
134381,00,QPCP,HT,1990,11,04,2030, 00010, , 
134381,00,QPCP,HT,1990,11,04,2500, 00120, , 
134381,00,QPCP,HT,1990,11,05,0500, 00010, , 
134381,00,QPCP,HT,1990,11,05,1300, 00010, , 
134381,00,QPCP,HT,1990,11,05,2500, 00020, , 
134381,00,QPCP,HT,1990,11,08,2400, 00010, , 
134381,00,QPCP,HT,1990,11,08,2500, 00010, , 
134381,00,QPCP,HT,1990,11,09,0215, 00010, , 
134381,00,QPCP,HT,1990,11,09,2500, 00010, , 
134381,00,QPCP,HT,1990,11,10,0945, 00010, , 
134381,00,QPCP,HT,1990,11,10,2500, 00010, , 
134381,00,QPCP,HT,1990,11,26,1145, 00010, , 
134381,00,QPCP,HT,1990,11,26,2500, 00010, , 
134381,00,QPCP,HT,1990,11,27,0530, 00030, , 
134381,00,QPCP,HT,1990,11,27,0545, 00010, , 
134381,00,QPCP,HT,1990,11,27,0615, 00010, , 
134381,00,QPCP,HT,1990,11,27,0630, 00010, , 
134381,00,QPCP,HT,1990,11,27,0800, 00010, , 
134381,00,QPCP,HT,1990,11,27,1145, 00010, , 
134381,00,QPCP,HT,1990,11,27,1300, 00040, , 
134381,00,QPCP,HT,1990,11,27,1330, 00010, , 
134381,00,QPCP,HT,1990,11,27,1415, 00010, , 
134381,00,QPCP,HT,1990,11,27,1515, 00010, , 
134381,00,QPCP,HT,1990,11,27,2500, 00150, , 
134381,00,QPCP,HT,1990,12,01,0015, 00000,g, 
134381,00,QPCP,HT,1990,12,01,2500, 00000, , 
134381,00,QPCP,HT,1990,12,02,1630, 00010, , 
134381,00,QPCP,HT,1990,12,02,1745, 00010, , 
134381,00,QPCP,HT,1990,12,02,1945, 00010, , 
134381,00,QPCP,HT,1990,12,02,2130, 00010, , 
134381,00,QPCP,HT,1990,12,02,2145, 00010, , 
134381,00,QPCP,HT,1990,12,02,2230, 00010, , 
134381,00,QPCP,HT,1990,12,02,2300, 00010, , 
134381,00,QPCP,HT,1990,12,02,2330, 00010, , 
134381,00,QPCP,HT,1990,12,02,2500, 00080, , 
134381,00,QPCP,HT,1990,12,03,0015, 00010, , 
134381,00,QPCP,HT,1990,12,03,0145, 00010, , 
134381,00,QPCP,HT,1990,12,03,0400, 00010, , 
134381,00,QPCP,HT,1990,12,03,0530, 00010, , 
134381,00,QPCP,HT,1990,12,03,2500, 00040, , 
134381,00,QPCP,HT,1990,12,04,0100, 99999,{, 
134381,00,QPCP,HT,1990,12,04,2500, 00000,P, 
134381,00,QPCP,HT,1990,12,31,2400, 99999,}, 
134381,00,QPCP,HT,1990,12,31,2500, 00000,P, 
134381,00,QPCP,HT,1991,01,01,0015, 00000,g, 
134381,00,QPCP,HT,1991,01,01,2500, 00000, , 
134381,00,QPCP,HT,1991,01,02,0915, 99999,a, 
134381,00,QPCP,HT,1991,01,02,2500, 00000,I, 
134381,00,QPCP,HT,1991,01,31,2400, 00110,A, 
134381,00,QPCP,HT,1991,01,31,2500, 00110,P, 
134381,00,QPCP,HT,1991,02,01,0015, 00000,g, 
134381,00,QPCP,HT,1991,02,01,2500, 00000, , 
134381,00,QPCP,HT,1991,02,06,1645, 00010, , 
134381,00,QPCP,HT,1991,02,06,2500, 00010, , 
134381,00,QPCP,HT,1991,02,18,0445, 00020, , 
134381,00,QPCP,HT,1991,02,18,0530, 00010, , 
134381,00,QPCP,HT,1991,02,18,0615, 00010, , 
134381,00,QPCP,HT,1991,02,18,1315, 00010, , 
134381,00,QPCP,HT,1991,02,18,2500, 00050, , 
134381,00,QPCP,HT,1991,03,01,0015, 00000,g, 
134381,00,QPCP,HT,1991,03,01,1700, 00010, , 
134381,00,QPCP,HT,1991,03,01,1745, 00010, , 
134381,00,QPCP,HT,1991,03,01,1830, 00010, , 
134381,00,QPCP,HT,1991,03,01,1900, 00010, , 
134381,00,QPCP,HT,1991,03,01,1930, 00010, , 
134381,00,QPCP,HT,1991,03,01,1945, 00010, , 
134381,00,QPCP,HT,1991,03,01,2015, 00010, , 
134381,00,QPCP,HT,1991,03,01,2300, 00010, , 
134381,00,QPCP,HT,1991,03,01,2330, 00010, , 
134381,00,QPCP,HT,1991,03,01,2500, 00090, , 
134381,00,QPCP,HT,1991,03,02,0445, 00010, , 
134381,00,QPCP,HT,1991,03,02,0900, 00010, , 
134381,00,QPCP,HT,1991,03,02,2500, 00020, , 
134381,00,QPCP,HT,1991,03,12,0600, 00010, , 
134381,00,QPCP,HT,1991,03,12,0845, 00010, , 
134381,00,QPCP,HT,1991,03,12,0945, 00010, , 
134381,00,QPCP,HT,1991,03,12,1015, 00010, , 
134381,00,QPCP,HT,1991,03,12,1145, 00010, , 
134381,00,QPCP,HT,1991,03,12,1330, 00010, , 
134381,00,QPCP,HT,1991,03,12,1445, 00010, , 
134381,00,QPCP,HT,1991,03,12,1530, 00010, , 
134381,00,QPCP,HT,1991,03,12,1600, 00010, , 
134381,00,QPCP,HT,1991,03,12,1700, 00010, , 
134381,00,QPCP,HT,1991,03,12,1800, 00010, , 
134381,00,QPCP,HT,1991,03,12,1830, 00010, , 
134381,00,QPCP,HT,1991,03,12,1900, 00010, , 
134381,00,QPCP,HT,1991,03,12,1945, 00010, , 
134381,00,QPCP,HT,1991,03,12,2500, 00140, , 
134381,00,QPCP,HT,1991,03,17,0515, 00010, , 
134381,00,QPCP,HT,1991,03,17,0615, 00010, , 
134381,00,QPCP,HT,1991,03,17,0730, 00010, , 
134381,00,QPCP,HT,1991,03,17,0900, 00010, , 
134381,00,QPCP,HT,1991,03,17,1015, 00010, , 
134381,00,QPCP,HT,1991,03,17,2500, 00050, , 
134381,00,QPCP,HT,1991,03,18,1200, 00010, , 
134381,00,QPCP,HT,1991,03,18,2500, 00010, , 
134381,00,QPCP,HT,1991,03,26,2145, 00010, , 
134381,00,QPCP,HT,1991,03,26,2200, 00020, , 
134381,00,QPCP,HT,1991,03,26,2400, 00010, , 
134381,00,QPCP,HT,1991,03,26,2500, 00040, , 
134381,00,QPCP,HT,1991,03,27,0500, 00010, , 
134381,00,QPCP,HT,1991,03,27,0545, 00010, , 
134381,00,QPCP,HT,1991,03,27,0700, 00010, , 
134381,00,QPCP,HT,1991,03,27,2500, 00030, , 
134381,00,QPCP,HT,1991,04,01,0015, 00000,g, 
134381,00,QPCP,HT,1991,04,01,2500, 00000, , 
134381,00,QPCP,HT,1991,04,04,0215, 00010, , 
134381,00,QPCP,HT,1991,04,04,2500, 00010, , 
134381,00,QPCP,HT,1991,04,11,1330, 00010, , 
134381,00,QPCP,HT,1991,04,11,1600, 00010, , 
134381,00,QPCP,HT,1991,04,11,1815, 00010, , 
134381,00,QPCP,HT,1991,04,11,2500, 00030, , 
134381,00,QPCP,HT,1991,04,13,0645, 00010, , 
134381,00,QPCP,HT,1991,04,13,0715, 00010, , 
134381,00,QPCP,HT,1991,04,13,0745, 00010, , 
134381,00,QPCP,HT,1991,04,13,0800, 00010, , 
134381,00,QPCP,HT,1991,04,13,1030, 00010, , 
134381,00,QPCP,HT,1991,04,13,2500, 00050, , 
134381,00,QPCP,HT,1991,04,14,0200, 00010, , 
134381,00,QPCP,HT,1991,04,14,0300, 00010, , 
134381,00,QPCP,HT,1991,04,14,0630, 00010, , 
134381,00,QPCP,HT,1991,04,14,2045, 00010, , 
134381,00,QPCP,HT,1991,04,14,2100, 00010, , 
134381,00,QPCP,HT,1991,04,14,2130, 00010, , 
134381,00,QPCP,HT,1991,04,14,2230, 00010, , 
134381,00,QPCP,HT,1991,04,14,2315, 00010, , 
134381,00,QPCP,HT,1991,04,14,2500, 00080, , 
134381,00,QPCP,HT,1991,04,19,0400, 00010, , 
134381,00,QPCP,HT,1991,04,19,0515, 00010, , 
134381,00,QPCP,HT,1991,04,19,0630, 00010, , 
134381,00,QPCP,HT,1991,04,19,0930, 00010, , 
134381,00,QPCP,HT,1991,04,19,1515, 00010, , 
134381,00,QPCP,HT,1991,04,19,2500, 00050, , 
134381,00,QPCP,HT,1991,04,23,0915, 00010, , 
134381,00,QPCP,HT,1991,04,23,2500, 00010, , 
134381,00,QPCP,HT,1991,04,27,0115, 00010, , 
134381,00,QPCP,HT,1991,04,27,0245, 00020, , 
134381,00,QPCP,HT,1991,04,27,0300, 00010, , 
134381,00,QPCP,HT,1991,04,27,0330, 00010, , 
134381,00,QPCP,HT,1991,04,27,2500, 00050, , 
134381,00,QPCP,HT,1991,05,01,0015, 00000,g, 
134381,00,QPCP,HT,1991,05,01,0230, 00010, , 
134381,00,QPCP,HT,1991,05,01,2500, 00010, , 
134381,00,QPCP,HT,1991,05,03,0945, 00010, , 
134381,00,QPCP,HT,1991,05,03,1100, 00010, , 
134381,00,QPCP,HT,1991,05,03,1215, 00010, , 
134381,00,QPCP,HT,1991,05,03,1315, 00010, , 
134381,00,QPCP,HT,1991,05,03,1345, 00010, , 
134381,00,QPCP,HT,1991,05,03,1400, 00010, , 
134381,00,QPCP,HT,1991,05,03,1445, 00010, , 
134381,00,QPCP,HT,1991,05,03,2500, 00070, , 
134381,00,QPCP,HT,1991,05,04,1930, 00010, , 
134381,00,QPCP,HT,1991,05,04,2345, 00010, , 
134381,00,QPCP,HT,1991,05,04,2500, 00020, , 
134381,00,QPCP,HT,1991,05,05,0030, 00030, , 
134381,00,QPCP,HT,1991,05,05,0100, 00010, , 
134381,00,QPCP,HT,1991,05,05,0115, 00030, , 
134381,00,QPCP,HT,1991,05,05,0130, 00020, , 
134381,00,QPCP,HT,1991,05,05,0145, 00010, , 
134381,00,QPCP,HT,1991,05,05,0200, 00010, , 
134381,00,QPCP,HT,1991,05,05,0330, 00010, , 
134381,00,QPCP,HT,1991,05,05,1215, 00010, , 
134381,00,QPCP,HT,1991,05,05,2500, 00130, , 
134381,00,QPCP,HT,1991,05,10,2230, 00010, , 
134381,00,QPCP,HT,1991,05,10,2500, 00010, , 
134381,00,QPCP,HT,1991,05,14,2345, 00010, , 
134381,00,QPCP,HT,1991,05,14,2500, 00010, , 
134381,00,QPCP,HT,1991,05,15,0330, 00010, , 
134381,00,QPCP,HT,1991,05,15,2500, 00010, , 
134381,00,QPCP,HT,1991,05,16,0930, 00010, , 
134381,00,QPCP,HT,1991,05,16,1015, 00010, , 
134381,00,QPCP,HT,1991,05,16,1130, 00010, , 
134381,00,QPCP,HT,1991,05,16,2500, 00030, , 
134381,00,QPCP,HT,1991,05,17,1930, 00010, , 
134381,00,QPCP,HT,1991,05,17,2500, 00010, , 
134381,00,QPCP,HT,1991,05,22,1545, 00010, , 
134381,00,QPCP,HT,1991,05,22,2500, 00010, , 
134381,00,QPCP,HT,1991,05,23,1730, 00010, , 
134381,00,QPCP,HT,1991,05,23,1815, 00010, , 
134381,00,QPCP,HT,1991,05,23,1830, 00010, , 
134381,00,QPCP,HT,1991,05,23,1900, 00010, , 
134381,00,QPCP,HT,1991,05,23,2500, 00040, , 
134381,00,QPCP,HT,1991,05,24,1800, 00020, , 
134381,00,QPCP,HT,1991,05,24,1815, 00060, , 
134381,00,QPCP,HT,1991,05,24,1830, 00030, , 
134381,00,QPCP,HT,1991,05,24,1845, 00010, , 
134381,00,QPCP,HT,1991,05,24,2500, 00120, , 
134381,00,QPCP,HT,1991,05,25,0045, 00010, , 
134381,00,QPCP,HT,1991,05,25,2500, 00010, , 
134381,00,QPCP,HT,1991,05,29,1100, 00020, , 
134381,00,QPCP,HT,1991,05,29,1130, 00010, , 
134381,00,QPCP,HT,1991,05,29,2200, 00010, , 
134381,00,QPCP,HT,1991,05,29,2245, 00010, , 
134381,00,QPCP,HT,1991,05,29,2330, 00010, , 
134381,00,QPCP,HT,1991,05,29,2500, 00060, , 
134381,00,QPCP,HT,1991,05,30,0315, 00010, , 
134381,00,QPCP,HT,1991,05,30,0345, 00010, , 
134381,00,QPCP,HT,1991,05,30,0445, 00010, , 
134381,00,QPCP,HT,1991,05,30,0500, 00010, , 
134381,00,QPCP,HT,1991,05,30,1830, 00010, , 
134381,00,QPCP,HT,1991,05,30,2500, 00050, , 
134381,00,QPCP,HT,1991,05,31,1900, 00010, , 
134381,00,QPCP,HT,1991,05,31,2215, 00010, , 
134381,00,QPCP,HT,1991,05,31,2500, 00020, , 
134381,00,QPCP,HT,1991,06,01,0015, 00000,g, 
134381,00,QPCP,HT,1991,06,01,2500, 00000, , 
134381,00,QPCP,HT,1991,06,04,0530, 00010, , 
134381,00,QPCP,HT,1991,06,04,0545, 00010, , 
134381,00,QPCP,HT,1991,06,04,0630, 00010, , 
134381,00,QPCP,HT,1991,06,04,2500, 00030, , 
134381,00,QPCP,HT,1991,06,15,1615, 00010, , 
134381,00,QPCP,HT,1991,06,15,2500, 00010, , 
134381,00,QPCP,HT,1991,06,22,1430, 00010, , 
134381,00,QPCP,HT,1991,06,22,2500, 00010, , 
134381,00,QPCP,HT,1991,07,01,0015, 00000,g, 
134381,00,QPCP,HT,1991,07,01,2500, 00000, , 
